STN,Date,   Min_temp,   Max_temp
  370,20160406,   59,  120
  370,20160407,   35,  117
  370,20160408,   14,  128
  370,20160409,    5,  169
  370,20160410,   52,  169
  370,20160411,   89,  211
  370,20160412,   52,  185
  370,20160413,   19,  152
  370,20160414,   20,  177
  370,20160415,   91,  170
  370,20160416,   28,  140
  370,20160417,   12,  114
  370,20160418,   -7,  134
  370,20160419,   26,  149
  370,20160420,  -14,  148
  370,20160421,   42,  193
  370,20160422,   63,  143
  370,20160423,   13,  105
  370,20160424,    3,   88
  370,20160425,    7,   93
  370,20160426,    1,   90
  370,20160427,   29,  101
  370,20160428,   -6,  108
  370,20160429,   43,  103
  370,20160430,   45,  123
  370,20160501,   31,  147
  370,20160502,    7,  193
  370,20160503,   25,  149
  370,20160504,    6,  165
  370,20160505,   66,  201
  370,20160506,  112,  251
  370,20160507,  105,  269
  370,20160508,  147,  264
  370,20160509,  158,  261
  370,20160510,  152,  215
  370,20160511,  154,  264
  370,20160512,  151,  263
  370,20160513,   94,  247
  370,20160514,   49,  132
  370,20160515,   29,  130
  370,20160516,   18,  133
  370,20160517,   73,  195
  370,20160518,   75,  207
  370,20160519,   92,  193
  370,20160520,   98,  188
  370,20160521,  124,  242
  370,20160522,  147,  193
  370,20160523,  105,  148
  370,20160524,   85,  151
  370,20160525,   71,  168
  370,20160526,   56,  216
  370,20160527,  133,  219
  370,20160528,  126,  247
  370,20160529,  137,  194
  370,20160530,  152,  174
  370,20160531,  136,  218
  370,20160601,  120,  215
  370,20160602,  142,  219
  370,20160603,  139,  215
  370,20160604,  137,  248
  370,20160605,  128,  283
  370,20160606,  133,  270
  370,20160607,  150,  276
  370,20160608,  119,  232
  370,20160609,  101,  218
  370,20160610,   85,  230
  370,20160611,  146,  219
  370,20160612,  151,  228
  370,20160613,  138,  204
  370,20160614,  124,  212
  370,20160615,  105,  196
  370,20160616,   84,  214
  370,20160617,  129,  204
  370,20160618,  122,  181
  370,20160619,  113,  192
  370,20160620,  131,  189
  370,20160621,  150,  208
  370,20160622,  143,  263
  370,20160623,  193,  317
  370,20160624,  156,  238
  370,20160625,  105,  185
  370,20160626,  102,  196
  370,20160627,  123,  187
  370,20160628,  131,  230
  370,20160629,  134,  220
  370,20160630,  145,  201
  370,20160701,  141,  208
  370,20160702,  103,  193
  370,20160703,  102,  204
  370,20160704,  107,  234
  370,20160705,  105,  212
  370,20160706,   96,  215
  370,20160707,   82,  219
  370,20160708,  142,  226
  370,20160709,  153,  254
  370,20160710,  157,  299
  370,20160711,  147,  237
  370,20160712,  131,  231
  370,20160713,   92,  187
  370,20160714,   84,  205
  370,20160715,   87,  224
  370,20160716,  149,  251
  370,20160717,  142,  246
  370,20160718,  133,  285
  370,20160719,  148,  309
  370,20160720,  197,  352
  370,20160721,  163,  279
  370,20160722,  182,  264
  370,20160723,  185,  271
  370,20160724,  155,  265
  370,20160725,  138,  250
  370,20160726,  116,  251
  370,20160727,  137,  227
  370,20160728,  157,  242
  370,20160729,  153,  236
  370,20160730,  137,  229
  370,20160731,  112,  216
  370,20160801,  121,  220
  370,20160802,  138,  186
  370,20160803,  156,  195
  370,20160804,  126,  214
  370,20160805,  120,  228
  370,20160806,  106,  238
  370,20160807,  106,  244
  370,20160808,  120,  221
  370,20160809,   97,  190
  370,20160810,   62,  170
  370,20160811,   62,  154
  370,20160812,  154,  238
  370,20160813,  128,  228
  370,20160814,  122,  237
  370,20160815,  124,  223
  370,20160816,  114,  230
  370,20160817,  125,  249
  370,20160818,   96,  258
  370,20160819,  108,  249
  370,20160820,  142,  244
  370,20160821,  140,  209
  370,20160822,  119,  240
  370,20160823,  101,  292
  370,20160824,  162,  318
  370,20160825,  173,  330
  370,20160826,  184,  292
  370,20160827,  170,  296
  370,20160828,  145,  260
  370,20160829,  106,  226
  370,20160830,   77,  243
  370,20160831,  100,  260
  370,20160901,  111,  241
  370,20160902,   99,  230
  370,20160903,  130,  239
  370,20160904,  149,  225
  370,20160905,  128,  236
  370,20160906,  119,  262
  370,20160907,  115,  270
  370,20160908,  132,  286
  370,20160909,  113,  240
  370,20160910,   95,  267
  370,20160911,  144,  234
  370,20160912,  146,  299
  370,20160913,  155,  331
  370,20160914,  167,  325
  370,20160915,  148,  298
  370,20160916,  141,  223
  370,20160917,  138,  227
  370,20160918,  136,  202
  370,20160919,   98,  214
  370,20160920,   68,  202
  370,20160921,   93,  213
  370,20160922,   79,  221
  370,20160923,   85,  215
  370,20160924,   81,  248
  370,20160925,   95,  261
  370,20160926,   72,  189
  370,20160927,   44,  218
  370,20160928,  139,  234
  370,20160929,  133,  194
  370,20160930,  108,  188
  370,20161001,   95,  178
  370,20161002,   83,  161
  370,20161003,   91,  184
  370,20161004,   94,  169
  370,20161005,   43,  146
  370,20161006,   29,  130
  370,20161007,   67,  147
  370,20161008,   67,  148
  370,20161009,   28,  145
  370,20161010,    8,  140
  370,20161011,   -4,  130
  370,20161012,   76,  100
  370,20161013,   68,  125
  370,20161014,   77,  132
  370,20161015,   92,  156
  370,20161016,   79,  201
  370,20161017,   68,  164
  370,20161018,   70,  136
  370,20161019,   30,  116
  370,20161020,   52,  125
  370,20161021,   64,  114
  370,20161022,   -7,  102
  370,20161023,  -18,   61
  370,20161024,   54,   94
  370,20161025,   81,   99
  370,20161026,   47,  131
  370,20161027,   69,  137
  370,20161028,  116,  136
  370,20161029,   50,  157
  370,20161030,   45,  159
  370,20161031,   31,  162
  370,20161101,   27,  143
  370,20161102,   34,  117
  370,20161103,   24,  107
  370,20161104,   55,  105
  370,20161105,   38,  111
  370,20161106,   38,   76
  370,20161107,   37,   64
  370,20161108,   -8,   61
  370,20161109,   -3,   51
  370,20161110,   31,   90
  370,20161111,  -39,   57
  370,20161112,  -40,   53
  370,20161113,   28,   49
  370,20161114,  -11,   60
  370,20161115,   59,  123
  370,20161116,   93,  139
  370,20161117,   82,  118
  370,20161118,   33,   83
  370,20161119,   35,   86
  370,20161120,   55,  135
  370,20161121,  103,  150
  370,20161122,   61,  135
  370,20161123,   45,  121
  370,20161124,   44,   99
  370,20161125,   -3,   82
  370,20161126,  -32,   61
  370,20161127,   -2,   98
  370,20161128,  -30,   46
  370,20161129,  -71,   42
  370,20161130,  -84,   52
  370,20161201,   29,   76
  370,20161202,   -4,   99
  370,20161203,  -52,   63
  370,20161204,  -47,   41
  370,20161205,  -47,   57
  370,20161206,  -58,   77
  370,20161207,   11,  103
  370,20161208,   60,   94
  370,20161209,   64,  123
  370,20161210,   50,   94
  370,20161211,   65,  102
  370,20161212,   22,   82
  370,20161213,   50,   77
  370,20161214,   54,  100
  370,20161215,   43,   79
  370,20161216,   38,   79
  370,20161217,   13,   71
  370,20161218,   60,   82
  370,20161219,   14,   78
  370,20161220,  -30,   48
  370,20161221,   -6,   78
  370,20161222,   31,   65
  370,20161223,   36,   83
  370,20161224,   61,   90
  370,20161225,   81,  110
  370,20161226,   23,  111
  370,20161227,   -1,   87
  370,20161228,  -48,   47
  370,20161229,  -74,   33
  370,20161230,  -81,   36
  370,20161231,  -25,    6
  370,20170101,  -21,    4
  370,20170102,  -16,   63
  370,20170103,  -16,   47
  370,20170104,   21,   64
  370,20170105,  -68,   33
  370,20170106,  -84,   -2
  370,20170107,  -30,    8
  370,20170108,    6,   53
  370,20170109,   21,   59
  370,20170110,   14,   64
  370,20170111,   44,  102
  370,20170112,    4,   74
  370,20170113,    0,   46
  370,20170114,  -10,   37
  370,20170115,  -38,   30
  370,20170116,  -47,    1
  370,20170117,  -55,    4
  370,20170118,  -53,   -8
  370,20170119,  -73,   33
  370,20170120,  -73,   45
  370,20170121,  -69,   50
  370,20170122,  -83,   35
  370,20170123,   -4,   14
  370,20170124,   -3,   20
  370,20170125,  -36,    2
  370,20170126,  -66,   14
  370,20170127,  -62,   85
  370,20170128,    8,  109
  370,20170129,   27,   77
  370,20170130,   24,   77
  370,20170131,   22,   51
  370,20170201,   -6,   60
  370,20170202,   47,  142
  370,20170203,   64,  122
  370,20170204,   30,   76
  370,20170205,   30,   88
  370,20170206,    1,   83
  370,20170207,   34,   57
  370,20170208,    1,   35
  370,20170209,  -27,   15
  370,20170210,  -37,    0
  370,20170211,  -13,   16
  370,20170212,    7,   67
  370,20170213,   -4,   83
  370,20170214,    0,  114
  370,20170215,    2,  166
  370,20170216,   20,  115
  370,20170217,   21,   97
  370,20170218,   -1,  110
  370,20170219,    0,   82
  370,20170220,   72,  113
  370,20170221,   82,  131
  370,20170222,   89,  111
  370,20170223,   46,  114
  370,20170224,  -11,   85
  370,20170225,   -9,   87
  370,20170226,   62,  106
  370,20170227,   58,  124
  370,20170228,   15,   88
  370,20170301,   20,   97
  370,20170302,   32,   89
  370,20170303,    6,  111
  370,20170304,   63,  145
  370,20170305,   45,  108
  370,20170306,   44,   91
  370,20170307,    0,   97
  370,20170308,   17,  108
  370,20170309,   45,  137
  370,20170310,  -17,  118
  370,20170311,   16,  133
  370,20170312,   23,  161
  370,20170313,  -16,  148
  370,20170314,   21,  166
  370,20170315,   20,  155
  370,20170316,    4,  179
  370,20170317,   63,  112
  370,20170318,   66,  126
  370,20170319,   97,  136
  370,20170320,   93,  120
  370,20170321,   13,  111
  370,20170322,  -15,  131
  370,20170323,   16,  148
  370,20170324,   53,  144
  370,20170325,   24,  159
  370,20170326,   23,  148
  370,20170327,   12,  183
  370,20170328,    7,  210
  370,20170329,   76,  169
  370,20170330,   96,  232
  370,20170331,   86,  234
  370,20170401,   74,  140
  370,20170402,   32,  175
  370,20170403,   35,  156
  370,20170404,   30,  172
  370,20170405,   40,  142
  370,20170406,   20,  111
  370,20170407,    7,  136
  370,20170408,   37,  156
  370,20170409,    9,  236
  370,20170410,   39,  149
  370,20170411,   12,  156
  370,20170412,   49,  135
  370,20170413,   24,  140
  370,20170414,   23,  120
  370,20170415,   36,  129
  370,20170416,   46,  121
  370,20170417,   20,  119
  370,20170418,   -4,  112
  370,20170419,  -24,   99
  370,20170420,  -40,  131
  370,20170421,   50,  162
  370,20170422,   42,  116
  370,20170423,    7,  114
  370,20170424,    2,  160
  370,20170425,    1,  116
  370,20170426,   -7,  121
  370,20170427,  -26,  118
  370,20170428,    1,  125
  370,20170429,  -23,  136
  370,20170430,   54,  203
  370,20170501,   63,  146
  370,20170502,   38,  150
  370,20170503,   75,  152
  370,20170504,   84,  152
  370,20170505,   67,  119
  370,20170506,   67,  207
  370,20170507,   83,  167
  370,20170508,   35,  159
  370,20170509,   -1,  152
  370,20170510,   -2,  184
  370,20170511,   72,  243
  370,20170512,  120,  230
  370,20170513,   97,  219
  370,20170514,   59,  222
  370,20170515,   45,  230
  370,20170516,  157,  284
  370,20170517,  152,  308
  370,20170518,  152,  220
  370,20170519,   81,  174
  370,20170520,   68,  184
  370,20170521,   58,  207
  370,20170522,   77,  258
  370,20170523,  115,  226
  370,20170524,   94,  243
  370,20170525,   83,  252
  370,20170526,  145,  279
  370,20170527,  165,  334
  370,20170528,  155,  276
  370,20170529,  177,  323
  370,20170530,  114,  249
  370,20170531,  110,  246
  370,20170601,   83,  258
  370,20170602,  124,  286
  370,20170603,  155,  249
  370,20170604,   97,  215
  370,20170605,   82,  233
  370,20170606,  127,  187
  370,20170607,  119,  200
  370,20170608,  117,  250
  370,20170609,  101,  208
  370,20170610,   92,  255
  370,20170611,  140,  288
  370,20170612,  135,  195
  370,20170613,   97,  212
  370,20170614,   91,  256
  370,20170615,  136,  297
  370,20170616,  106,  208
  370,20170617,  120,  239
  370,20170618,  111,  282
  370,20170619,  144,  324
  370,20170620,  152,  315
  370,20170621,  155,  313
  370,20170622,  189,  350
  370,20170623,  154,  265
  370,20170624,  140,  190
  370,20170625,  167,  215
  370,20170626,  136,  238
  370,20170627,  132,  199
  370,20170628,  147,  222
  370,20170629,  122,  228
  370,20170630,  113,  231
  370,20170701,  122,  196
  370,20170702,   89,  210
  370,20170703,   72,  245
  370,20170704,  141,  243
  370,20170705,  118,  274
  370,20170706,  115,  289
  370,20170707,  155,  289
  370,20170708,  149,  277
  370,20170709,  109,  249
  370,20170710,  147,  274
  370,20170711,  142,  231
  370,20170712,   83,  191
  370,20170713,   66,  217
  370,20170714,   98,  216
  370,20170715,   99,  222
  370,20170716,  159,  231
  370,20170717,  144,  242
  370,20170718,  128,  279
  370,20170719,  203,  306
  370,20170720,  121,  269
  370,20170721,  100,  253
  370,20170722,  145,  267
  370,20170723,  131,  214
  370,20170724,  134,  199
  370,20170725,  134,  209
  370,20170726,  153,  241
  370,20170727,  125,  222
  370,20170728,  127,  222
  370,20170729,  159,  244
  370,20170730,  145,  260
  370,20170731,  130,  244
  370,20170801,  142,  237
  370,20170802,  149,  232
  370,20170803,  160,  247
  370,20170804,  116,  237
  370,20170805,  102,  208
  370,20170806,   90,  223
  370,20170807,   84,  243
  370,20170808,  127,  182
  370,20170809,  133,  221
  370,20170810,  137,  178
  370,20170811,  139,  219
  370,20170812,  138,  221
  370,20170813,  114,  216
  370,20170814,  109,  262
  370,20170815,  133,  247
  370,20170816,  109,  243
  370,20170817,  124,  207
  370,20170818,  109,  207
  370,20170819,  114,  194
  370,20170820,  115,  202
  370,20170821,   85,  229
  370,20170822,  117,  245
  370,20170823,  145,  279
  370,20170824,  119,  238
  370,20170825,  100,  245
  370,20170826,  136,  262
  370,20170827,  130,  255
  370,20170828,  116,  284
  370,20170829,  129,  313
  370,20170830,  139,  239
  370,20170831,  123,  201
  370,20170901,   79,  214
  370,20170902,   88,  210
  370,20170903,   62,  215
  370,20170904,   95,  212
  370,20170905,  156,  242
  370,20170906,  131,  192
  370,20170907,  102,  199
  370,20170908,  141,  164
  370,20170909,   86,  180
  370,20170910,   79,  183
  370,20170911,  123,  182
  370,20170912,  119,  185
  370,20170913,  112,  194
  370,20170914,   89,  147
  370,20170915,   66,  164
  370,20170916,   58,  157
  370,20170917,   43,  173
  370,20170918,   90,  154
  370,20170919,   75,  173
  370,20170920,   82,  185
  370,20170921,   79,  192
  370,20170922,   60,  200
  370,20170923,   43,  182
  370,20170924,   46,  206
  370,20170925,   85,  189
  370,20170926,   88,  182
  370,20170927,   65,  219
  370,20170928,  134,  217
  370,20170929,  124,  246
  370,20170930,   84,  165
  370,20171001,   92,  182
  370,20171002,  122,  195
  370,20171003,  106,  168
  370,20171004,   96,  150
  370,20171005,   80,  160
  370,20171006,   68,  150
  370,20171007,   93,  129
  370,20171008,   99,  151
  370,20171009,   94,  157
  370,20171010,  123,  166
  370,20171011,  127,  163
  370,20171012,   83,  169
  370,20171013,   87,  203
  370,20171014,  112,  216
  370,20171015,   94,  240
  370,20171016,  141,  255
  370,20171017,  116,  170
  370,20171018,  116,  217
  370,20171019,  100,  221
  370,20171020,  104,  170
  370,20171021,  100,  182
  370,20171022,   92,  128
  370,20171023,   77,  153
  370,20171024,  126,  166
  370,20171025,  106,  165
  370,20171026,  111,  170
  370,20171027,   69,  149
  370,20171028,   81,  148
  370,20171029,   44,  147
  370,20171030,   40,  119
  370,20171031,   67,  107
  370,20171101,   84,  142
  370,20171102,   55,  135
  370,20171103,   62,  137
  370,20171104,   54,  156
  370,20171105,   18,  113
  370,20171106,  -11,  107
  370,20171107,  -28,   96
  370,20171108,   38,   72
  370,20171109,   57,  100
  370,20171110,   34,  129
  370,20171111,   26,   82
  370,20171112,   31,   76
  370,20171113,    1,  103
  370,20171114,   -1,   95
  370,20171115,   75,   95
  370,20171116,   84,  100
  370,20171117,    2,  101
  370,20171118,    3,   83
  370,20171119,   18,  102
  370,20171120,   32,  112
  370,20171121,   99,  120
  370,20171122,  100,  136
  370,20171123,   67,  160
  370,20171124,   36,   96
  370,20171125,   -5,   74
  370,20171126,   23,   69
  370,20171127,   30,   82
  370,20171128,   -5,   75
  370,20171129,  -18,   33
  370,20171130,    6,   37
  370,20171201,  -43,   38
  370,20171202,  -23,   -3
  370,20171203,   -9,   38
  370,20171204,   10,   90
  370,20171205,   23,   71
  370,20171206,   63,   90
  370,20171207,   34,   74
  370,20171208,    4,   54
  370,20171209,   -6,   37
  370,20171210,    0,   67
  370,20171211,  -23,   12
  370,20171212,    2,   18
  370,20171213,    4,   75
  370,20171214,    4,   57
  370,20171215,   14,   50
  370,20171216,   -4,   58
  370,20171217,  -19,   52
  370,20171218,   14,   79
  370,20171219,   26,   73
  370,20171220,   50,   85
  370,20171221,   76,  100
  370,20171222,   88,   97
  370,20171223,   84,   97
  370,20171224,   79,  103
  370,20171225,   41,   86
  370,20171226,   40,   74
  370,20171227,   12,   74
  370,20171228,    8,   48
  370,20171229,   -8,   60
  370,20171230,   33,  129
  370,20171231,   82,  142
  370,20180101,   45,   88
  370,20180102,   40,   91
  370,20180103,   67,  118
  370,20180104,   58,  117
  370,20180105,   34,   94
  370,20180106,    3,   58
  370,20180107,   10,   40
  370,20180108,   14,   47
  370,20180109,   17,   65
  370,20180110,   61,   85
  370,20180111,   42,   85
  370,20180112,   49,   57
  370,20180113,   37,   69
  370,20180114,    6,   60
  370,20180115,    4,   77
  370,20180116,   17,   68
  370,20180117,   12,   58
  370,20180118,    4,  109
  370,20180119,    3,   62
  370,20180120,    5,   34
  370,20180121,  -15,   59
  370,20180122,   17,   90
  370,20180123,   63,  117
  370,20180124,   79,  140
  370,20180125,   60,   91
  370,20180126,    3,   76
  370,20180127,   11,   74
  370,20180128,   56,  123
  370,20180129,   27,  109
  370,20180130,   -5,   75
  370,20180131,   14,   98
  370,20180201,    8,   62
  370,20180202,    7,   58
  370,20180203,  -15,   46
  370,20180204,   -5,   24
  370,20180205,  -21,   39
  370,20180206,  -49,   11
  370,20180207,  -63,   20
  370,20180208,  -78,   40
  370,20180209,  -31,   28
  370,20180210,   12,   69
  370,20180211,    8,   72
  370,20180212,   -9,   66
  370,20180213,  -13,   67
  370,20180214,  -31,   64
  370,20180215,   -3,   94
  370,20180216,  -26,   85
  370,20180217,  -45,   69
  370,20180218,  -42,   74
  370,20180219,  -29,   43
  370,20180220,  -41,   49
  370,20180221,  -54,   51
  370,20180222,  -26,   52
  370,20180223,  -43,   37
  370,20180224,  -36,   40
  370,20180225,  -44,   14
  370,20180226,  -70,    3
  370,20180227, -101,    2
  370,20180228,  -73,  -26
  370,20180301,  -72,    6
  370,20180302,  -64,    2
  370,20180303,  -31,   16
  370,20180304,    3,  114
  370,20180305,   26,  120
  370,20180306,  -13,  110
  370,20180307,    5,   93
  370,20180308,   14,   82
  370,20180309,   12,  107
  370,20180310,   70,  159
  370,20180311,   65,  161
  370,20180312,   74,  145
  370,20180313,   45,   89
  370,20180314,    2,  122
  370,20180315,   49,  110
  370,20180316,    5,   75
  370,20180317,  -29,    5
  370,20180318,  -25,    4
  370,20180319,  -41,   41
  370,20180320,  -44,   95
  370,20180321,  -27,   81
  370,20180322,   34,   90
  370,20180323,   48,   79
  370,20180324,   11,  132
  370,20180325,  -21,  139
  370,20180326,   -2,  123
  370,20180327,   -4,  103
  370,20180328,   36,   87
  370,20180329,   28,  116
  370,20180330,   47,  147
  370,20180331,   23,  131
  370,20180401,   -1,   89
  370,20180402,   15,  140
  370,20180403,   94,  176
  370,20180404,   71,  145
  370,20180405,    5,  101
  370,20180406,    6,  160
  370,20180407,   84,  233
  370,20180408,   64,  249
  370,20180409,  102,  184
  370,20180410,  113,  197
  370,20180411,   74,  132
  370,20180412,   40,  157
  370,20180413,   35,  157
  370,20180414,   56,  178
  370,20180415,  108,  187
  370,20180416,   50,  166
  370,20180417,   39,  222
  370,20180418,   62,  256
  370,20180419,  142,  291
  370,20180420,  113,  283
  370,20180421,   83,  236
  370,20180422,  120,  278
  370,20180423,   85,  177
  370,20180424,   82,  163
  370,20180425,   89,  152
  370,20180426,   44,  156
  370,20180427,   31,  181
  370,20180428,   67,  173
  370,20180429,   36,  154
  370,20180430,   53,  148
  370,20180501,   52,  142
  370,20180502,   39,  180
  370,20180503,   40,  164
  370,20180504,   23,  193
  370,20180505,   76,  228
  370,20180506,   79,  268
  370,20180507,  128,  262
  370,20180508,  125,  282
  370,20180509,   92,  268
  370,20180510,   51,  176
  370,20180511,   23,  199
  370,20180512,   87,  243
  370,20180513,  112,  153
  370,20180514,  110,  257
  370,20180515,  116,  249
  370,20180516,   98,  212
  370,20180517,   68,  183
  370,20180518,   43,  172
  370,20180519,   37,  162
  370,20180520,   38,  248
  370,20180521,  108,  265
  370,20180522,  103,  260
  370,20180523,  147,  245
  370,20180524,  146,  241
  370,20180525,  133,  268
  370,20180526,  146,  290
  370,20180527,  174,  277
  370,20180528,  147,  291
  370,20180529,  173,  296
  370,20180530,  149,  269
  370,20180531,  151,  258
  370,20180601,  151,  207
  370,20180602,  142,  213
  370,20180603,  130,  251
  370,20180604,  148,  242
  370,20180605,  131,  209
  370,20180606,  118,  287
  370,20180607,  154,  283
  370,20180608,  169,  230
  370,20180609,  164,  263
  370,20180610,  159,  258
  370,20180611,  132,  240
  370,20180612,  108,  195
  370,20180613,   96,  190
  370,20180614,   84,  209
  370,20180615,  102,  247
  370,20180616,  125,  248
  370,20180617,  120,  195
  370,20180618,  129,  212
  370,20180619,  128,  213
  370,20180620,  123,  279
  370,20180621,   80,  184
  370,20180622,   79,  165
  370,20180623,   72,  213
  370,20180624,   82,  204
  370,20180625,  122,  234
  370,20180626,   89,  246
  370,20180627,  110,  277
  370,20180628,  156,  287
  370,20180629,  141,  290
  370,20180630,  130,  298
  370,20180701,  174,  280
  370,20180702,  126,  283
  370,20180703,  137,  302
  370,20180704,  155,  288
  370,20180705,  143,  272
  370,20180706,  144,  269
  370,20180707,  119,  275
  370,20180708,  117,  269
  370,20180709,  117,  249
  370,20180710,  116,  207
  370,20180711,   92,  242
  370,20180712,  140,  272
  370,20180713,  104,  272
  370,20180714,  120,  269
  370,20180715,  145,  294
  370,20180716,  137,  306
  370,20180717,  115,  281
  370,20180718,  101,  262
  370,20180719,  132,  281
  370,20180720,  111,  275
  370,20180721,  148,  292
  370,20180722,  120,  293
  370,20180723,  162,  304
  370,20180724,  169,  328
  370,20180725,  187,  327
  370,20180726,  194,  364
  370,20180727,  236,  367
  370,20180728,  128,  280
  370,20180729,  134,  292
  370,20180730,  183,  329
  370,20180731,  165,  302
  370,20180801,  128,  295
  370,20180802,  154,  321
  370,20180803,  153,  338
  370,20180804,  167,  318
  370,20180805,  152,  280
  370,20180806,  156,  339
  370,20180807,  141,  366
  370,20180808,  123,  253
  370,20180809,  121,  235
  370,20180810,  121,  233
  370,20180811,  114,  227
  370,20180812,  128,  290
  370,20180813,  156,  217
  370,20180814,  158,  249
  370,20180815,  150,  233
  370,20180816,  140,  264
  370,20180817,  113,  242
  370,20180818,  104,  225
  370,20180819,  138,  258
  370,20180820,  179,  235
  370,20180821,  157,  284
  370,20180822,  143,  270
  370,20180823,  127,  241
  370,20180824,  125,  214
  370,20180825,   75,  188
  370,20180826,   53,  207
  370,20180827,  134,  208
  370,20180828,  108,  224
  370,20180829,   92,  221
  370,20180830,   93,  206
  370,20180831,   78,  201
  370,20180901,   55,  216
  370,20180902,   69,  241
  370,20180903,  157,  219
  370,20180904,  155,  260
  370,20180905,  152,  255
  370,20180906,  111,  212
  370,20180907,   99,  186
  370,20180908,   91,  202
  370,20180909,  131,  246
  370,20180910,  134,  221
  370,20180911,  136,  264
  370,20180912,  131,  199
  370,20180913,   70,  199
  370,20180914,   46,  207
  370,20180915,   98,  210
  370,20180916,   84,  235
  370,20180917,   78,  261
  370,20180918,  128,  285
  370,20180919,  120,  262
  370,20180920,  136,  254
  370,20180921,  105,  199
  370,20180922,  100,  168
  370,20180923,   67,  121
  370,20180924,   37,  158
  370,20180925,    6,  169
  370,20180926,   38,  198
  370,20180927,   49,  229
  370,20180928,   47,  167
  370,20180929,    2,  161
  370,20180930,   -9,  176
  370,20181001,   46,  140
  370,20181002,   67,  174
  370,20181003,   64,  172
  370,20181004,   81,  197
  370,20181005,   70,  231
  370,20181006,   86,  240
  370,20181007,   28,  157
  370,20181008,   10,  178
  370,20181009,   32,  204
  370,20181010,   61,  241
  370,20181011,  120,  245
  370,20181012,  140,  247
  370,20181013,  157,  269
  370,20181014,  140,  259
  370,20181015,   93,  249
  370,20181016,   85,  257
  370,20181017,   91,  206
  370,20181018,   84,  158
  370,20181019,   52,  169
  370,20181020,   13,  157
  370,20181021,   24,  172
  370,20181022,    9,  165
  370,20181023,   23,  155
  370,20181024,  126,  160
  370,20181025,  101,  135
  370,20181026,   46,  119
  370,20181027,   24,  118
  370,20181028,   13,   71
  370,20181029,   30,   65
  370,20181030,   31,   90
  370,20181031,   38,  117
  370,20181101,   76,  138
